,state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,StateName,Region,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic,FIPS
203,IL,6000.0,76,456000.0,251000.0,1.58,720000.0,2001,Illinois,Midwest,0.0,650.8,0.0,0.0,0.0,650.8,
204,IL,7000.0,48,336000.0,101000.0,4.19,1408000.0,2013,Illinois,Midwest,222432.9,79582.5,31131.3,178.9,0.0,333325.6,
205,IL,7000.0,50,350000.0,98000.0,3.9,1365000.0,2011,Illinois,Midwest,130241.7,66760.4,30175.8,98.2,0.0,227276.1,
206,IL,7000.0,55,385000.0,193000.0,1.86,716000.0,2004,Illinois,Midwest,38467.5,7921.4,2068.2,456.9,110.5,49024.5,
207,IL,7000.0,60,420000.0,252000.0,1.83,769000.0,2003,Illinois,Midwest,0.0,790.6,21.7,46.3,0.0,858.6,
208,IL,7000.0,61,427000.0,145000.0,3.55,1516000.0,2012,Illinois,Midwest,212756.9,58895.9,38048.5,152.7,0.0,309854.0,
209,IL,8000.0,34,272000.0,57000.0,2.55,694000.0,2009,Illinois,Midwest,87037.3,8471.3,33399.8,123.2,0.0,129031.6,
210,IL,8000.0,49,392000.0,94000.0,4.11,1611000.0,2014,Illinois,Midwest,278498.8,85852.3,38568.4,92.1,0.0,403011.6,
211,IL,8000.0,51,408000.0,155000.0,4.66,1901000.0,2015,Illinois,Midwest,17.1,6849.6,15849.1,80.9,0.0,22796.7,
212,IL,8000.0,56,448000.0,116000.0,2.59,1160000.0,2008,Illinois,Midwest,83463.1,10470.0,17551.8,24.9,0.0,111509.8,
213,IL,8000.0,61,488000.0,146000.0,1.17,571000.0,2000,Illinois,Midwest,0.0,416.4,0.0,0.0,0.0,416.4,
214,IL,8000.0,85,680000.0,408000.0,1.84,1251000.0,2005,Illinois,Midwest,47239.0,7969.5,4114.8,74.2,0.0,59397.5,
215,IL,9000.0,41,369000.0,92000.0,2.78,1026000.0,2010,Illinois,Midwest,78975.3,74302.9,34804.7,24.5,0.0,188107.4,
216,IL,9000.0,63,567000.0,374000.0,2.49,1412000.0,2007,Illinois,Midwest,59760.1,6555.4,14219.0,73.1,0.0,80607.6,
217,IL,9000.0,66,594000.0,327000.0,1.15,683000.0,1999,Illinois,Midwest,0.0,231.0,0.0,0.0,0.0,231.0,
218,IL,9000.0,71,639000.0,204000.0,1.19,760000.0,1998,Illinois,Midwest,0.0,200.9,0.0,0.0,0.0,200.9,
219,IL,9000.0,80,720000.0,130000.0,1.47,1058000.0,2002,Illinois,Midwest,0.0,293.7,15.7,0.0,0.0,309.4,
220,IN,10000.0,43,430000.0,151000.0,2.23,959000.0,2010,Indiana,Midwest,38671.5,50011.9,16785.9,30.8,13.7,105513.8,
221,IN,10000.0,81,810000.0,437000.0,0.9,729000.0,1999,Indiana,Midwest,0.0,458.3,0.0,0.0,0.0,458.3,
222,IN,5000.0,56,280000.0,78000.0,1.66,465000.0,2003,Indiana,Midwest,0.0,441.8,69.0,65.5,0.0,576.3,
223,IN,5000.0,62,310000.0,115000.0,3.19,989000.0,2014,Indiana,Midwest,149287.3,66659.6,18844.2,56.8,0.4,234848.3,
224,IN,6000.0,47,282000.0,82000.0,2.77,781000.0,2013,Indiana,Midwest,123068.8,37155.9,23874.4,27.6,0.0,184126.7,
225,IN,6000.0,53,318000.0,165000.0,3.23,1027000.0,2015,Indiana,Midwest,7.1,2418.8,1287.9,38.3,0.0,3752.1,
226,IN,7000.0,48,336000.0,128000.0,3.94,1324000.0,2017,Indiana,Midwest,,,,,,,
227,IN,7000.0,54,378000.0,125000.0,1.58,597000.0,2006,Indiana,Midwest,28214.9,4295.6,10034.6,32.6,53.1,42630.8,
228,IN,7000.0,59,413000.0,145000.0,1.47,607000.0,2004,Indiana,Midwest,18854.2,3633.8,2092.6,66.7,83.6,24730.9,
229,IN,7000.0,62,434000.0,208000.0,3.46,1502000.0,2016,Indiana,Midwest,6.4,1768.4,937.9,35.3,0.0,2748.0,
230,IN,7000.0,67,469000.0,150000.0,1.68,788000.0,2008,Indiana,Midwest,37050.8,2742.7,10810.1,20.2,18.6,50642.4,
231,IN,7000.0,76,532000.0,186000.0,0.92,489000.0,2001,Indiana,Midwest,0.0,393.3,0.0,0.0,0.0,393.3,
232,IN,8000.0,51,408000.0,147000.0,2.14,873000.0,2011,Indiana,Midwest,56387.8,53736.8,15199.8,45.6,4.3,125374.3,
233,IN,8000.0,53,424000.0,119000.0,1.5,636000.0,2007,Indiana,Midwest,45215.8,7096.6,10117.2,40.6,10.2,62480.4,
234,IN,8000.0,59,472000.0,203000.0,2.54,1199000.0,2012,Indiana,Midwest,108503.1,52850.4,19470.2,28.2,1.7,180853.6,
235,IN,8000.0,62,496000.0,233000.0,1.19,590000.0,2002,Indiana,Midwest,0.0,255.7,30.2,0.0,0.0,285.9,
236,IN,8000.0,64,512000.0,189000.0,1.18,604000.0,2005,Indiana,Midwest,39014.6,2692.9,6777.0,41.7,24.5,48550.7,
237,IN,8000.0,65,520000.0,286000.0,1.03,536000.0,2000,Indiana,Midwest,0.0,228.9,0.0,0.0,0.0,228.9,
238,IN,9000.0,32,288000.0,101000.0,2.02,582000.0,2009,Indiana,Midwest,37115.0,13889.8,15124.8,76.8,19.8,66226.2,
239,IN,9000.0,92,828000.0,489000.0,0.85,704000.0,1998,Indiana,Midwest,0.0,93.1,0.0,0.0,0.0,93.1,
240,KS,10000.0,61,610000.0,128000.0,1.55,946000.0,2008,Kansas,Midwest,18574.2,6267.3,11798.4,0.0,0.0,36639.9,
241,KS,13000.0,51,663000.0,530000.0,0.96,636000.0,2001,Kansas,Midwest,0.0,46.9,0.0,0.0,0.0,46.9,
242,KS,13000.0,67,871000.0,854000.0,1.11,967000.0,1999,Kansas,Midwest,0.0,22.6,0.0,0.0,0.0,22.6,
243,KS,14000.0,40,560000.0,196000.0,1.18,661000.0,2007,Kansas,Midwest,20029.0,1155.9,6636.6,0.0,235.3,28056.8,
244,KS,14000.0,55,770000.0,246000.0,1.17,901000.0,2006,Kansas,Midwest,12961.0,3964.6,9406.4,0.0,0.0,26332.0,
245,KS,14000.0,80,1120000.0,683000.0,1.18,1322000.0,2004,Kansas,Midwest,7479.3,10636.1,3575.9,20.2,0.0,21711.5,
246,KS,15000.0,68,1020000.0,520000.0,0.91,928000.0,2000,Kansas,Midwest,0.0,28.7,0.0,0.0,0.0,28.7,
247,KS,16000.0,46,736000.0,390000.0,0.87,640000.0,1998,Kansas,Midwest,0.0,20.1,0.0,0.0,0.0,20.1,
248,KS,16000.0,50,800000.0,328000.0,1.05,840000.0,2005,Kansas,Midwest,10489.0,3142.6,5469.7,0.0,0.0,19101.3,
249,KS,16000.0,57,912000.0,447000.0,1.41,1286000.0,2003,Kansas,Midwest,0.0,23.7,81.7,16.2,0.0,121.6,
250,KS,17000.0,52,884000.0,407000.0,1.5,1326000.0,2002,Kansas,Midwest,0.0,10.2,98.1,0.0,0.0,108.3,
251,KS,6000.0,46,276000.0,39000.0,2.5,690000.0,2013,Kansas,Midwest,71506.6,29835.0,29067.0,0.0,0.0,130408.6,
252,KS,6000.0,55,330000.0,125000.0,2.28,752000.0,2012,Kansas,Midwest,48739.6,37132.2,29558.4,0.0,0.0,115430.2,
253,KS,7000.0,44,308000.0,117000.0,2.15,662000.0,2011,Kansas,Midwest,29542.7,19711.5,24384.9,0.0,0.0,73639.1,
254,KS,7000.0,48,336000.0,54000.0,3.04,1021000.0,2016,Kansas,Midwest,0.0,2221.5,2408.3,0.0,0.0,4629.8,
255,KS,7000.0,75,525000.0,84000.0,2.38,1250000.0,2014,Kansas,Midwest,67757.5,46814.4,31315.3,0.3,0.0,145887.5,
256,KS,7000.0,79,553000.0,260000.0,4.18,2312000.0,2017,Kansas,Midwest,,,,,,,
257,KS,8000.0,36,288000.0,107000.0,3.5,1008000.0,2015,Kansas,Midwest,0.0,2238.9,2230.0,0.2,0.0,4469.1,
258,KS,9000.0,52,468000.0,103000.0,2.02,945000.0,2010,Kansas,Midwest,15132.8,22264.7,17974.1,0.0,0.0,55371.6,
259,KS,9000.0,63,567000.0,164000.0,1.85,1049000.0,2009,Kansas,Midwest,24430.8,8915.2,26354.2,0.0,0.0,59700.2,
260,KY,3000.0,41,123000.0,17000.0,3.25,400000.0,2013,Kentucky,South,32857.7,14255.7,4577.4,27.2,0.0,51718.0,
261,KY,3000.0,50,150000.0,12000.0,1.24,186000.0,1999,Kentucky,South,0.0,4566.6,0.0,0.0,0.0,4566.6,
262,KY,3000.0,50,150000.0,51000.0,1.4,210000.0,1998,Kentucky,South,0.0,3317.9,0.0,0.0,0.0,3317.9,
263,KY,4000.0,39,156000.0,12000.0,3.17,495000.0,2011,Kentucky,South,7982.0,16392.4,11304.4,32.7,0.0,35711.5,
264,KY,4000.0,39,156000.0,27000.0,2.44,381000.0,2008,Kentucky,South,5241.4,5605.5,2053.5,36.4,0.0,12936.8,
265,KY,4000.0,48,192000.0,54000.0,1.35,259000.0,2000,Kentucky,South,0.0,3284.7,0.0,0.0,0.0,3284.7,
266,KY,4000.0,61,244000.0,54000.0,2.12,517000.0,2007,Kentucky,South,9675.1,2649.4,1569.6,30.7,0.0,13924.8,
267,KY,4000.0,78,312000.0,125000.0,1.41,440000.0,2001,Kentucky,South,0.0,2705.4,0.0,0.0,0.0,2705.4,
268,KY,5000.0,35,175000.0,25000.0,2.71,474000.0,2009,Kentucky,South,8067.6,5332.7,3797.5,42.7,0.0,17240.5,
269,KY,5000.0,38,190000.0,42000.0,4.08,775000.0,2017,Kentucky,South,,,,,,,
270,KY,5000.0,46,230000.0,48000.0,4.02,925000.0,2016,Kentucky,South,8.4,4470.0,339.8,27.3,0.0,4845.5,
271,KY,5000.0,46,230000.0,55000.0,4.04,929000.0,2015,Kentucky,South,2.5,3918.7,582.5,58.5,0.0,4562.2,
272,KY,5000.0,47,235000.0,56000.0,3.96,931000.0,2014,Kentucky,South,36534.5,30765.2,8474.1,45.4,0.0,75819.2,
273,KY,5000.0,48,240000.0,14000.0,1.67,401000.0,2003,Kentucky,South,0.0,2013.9,312.9,3.6,0.0,2330.4,
274,KY,5000.0,50,250000.0,40000.0,2.08,520000.0,2005,Kentucky,South,1915.3,1821.1,428.5,28.4,0.0,4193.3,
275,KY,5000.0,51,255000.0,41000.0,3.15,803000.0,2012,Kentucky,South,19734.3,13952.5,6714.5,18.6,0.0,40419.9,
276,KY,5000.0,54,270000.0,78000.0,1.63,440000.0,2002,Kentucky,South,0.0,2862.4,137.7,0.0,0.0,3000.1,
277,KY,5000.0,56,280000.0,34000.0,1.96,549000.0,2004,Kentucky,South,1655.6,3462.8,348.6,54.6,1.9,5523.5,
278,KY,5000.0,56,280000.0,70000.0,2.19,613000.0,2006,Kentucky,South,3652.4,4672.3,1422.8,60.9,1.1,9809.5,
279,KY,5000.0,67,335000.0,67000.0,2.72,911000.0,2010,Kentucky,South,8732.8,16406.8,3748.7,21.6,0.0,28909.9,
280,LA,29000.0,89,2581000.0,413000.0,1.08,2787000.0,2007,Louisiana,South,730.1,3945.3,9864.2,759.7,0.0,15299.3,
281,LA,30000.0,90,2700000.0,675000.0,0.9,2430000.0,2006,Louisiana,South,1909.5,4995.6,13520.1,356.3,0.0,20781.5,
282,LA,34000.0,90,3060000.0,275000.0,1.24,3794000.0,2003,Louisiana,South,0.0,1251.1,1297.8,25.5,0.0,2574.4,
283,LA,35000.0,124,4340000.0,347000.0,1.16,5034000.0,2002,Louisiana,South,0.0,1309.1,221.2,75.5,0.0,1605.8,
284,LA,35000.0,97,3395000.0,611000.0,0.72,2444000.0,2005,Louisiana,South,560.3,3257.3,5588.3,91.5,0.0,9497.4,
285,LA,35000.0,98,3430000.0,240000.0,0.79,2710000.0,2004,Louisiana,South,136.6,5336.1,7054.0,490.4,0.0,13017.1,
286,LA,36000.0,77,2772000.0,471000.0,1.67,4629000.0,2011,Louisiana,South,4850.7,20744.8,19026.7,2129.5,0.0,46751.7,
287,LA,36000.0,80,2880000.0,288000.0,1.5,4320000.0,2010,Louisiana,South,3808.5,18262.6,6468.3,107.2,0.0,28646.6,
288,LA,37000.0,103,3811000.0,610000.0,1.36,5183000.0,2009,Louisiana,South,4220.8,4983.4,14607.0,384.2,0.0,24195.4,
289,LA,40000.0,77,3080000.0,493000.0,1.36,4189000.0,2008,Louisiana,South,1058.4,10848.2,14375.5,451.6,0.0,26733.7,
290,LA,41000.0,111,4551000.0,865000.0,0.59,2685000.0,1998,Louisiana,South,0.0,433.8,0.0,0.0,0.0,433.8,
291,LA,41000.0,86,3526000.0,141000.0,1.83,6453000.0,2012,Louisiana,South,6514.1,18133.3,20919.4,0.1,0.0,45566.9,
292,LA,43000.0,81,3483000.0,279000.0,1.88,6548000.0,2017,Louisiana,South,,,,,,,
293,LA,43000.0,94,4042000.0,1334000.0,0.52,2102000.0,2000,Louisiana,South,0.0,2964.7,0.0,0.0,0.0,2964.7,
294,LA,44000.0,99,4356000.0,348000.0,1.95,8494000.0,2015,Louisiana,South,0.0,7778.9,4740.4,593.0,0.0,13112.3,
295,LA,45000.0,106,4770000.0,572000.0,0.6,2862000.0,2001,Louisiana,South,0.0,2804.1,460.1,0.0,0.0,3264.2,
296,LA,48000.0,114,5472000.0,821000.0,0.49,2681000.0,1999,Louisiana,South,0.0,628.4,0.0,0.0,0.0,628.4,
297,LA,48000.0,84,4032000.0,524000.0,2.18,8790000.0,2014,Louisiana,South,4006.1,20872.0,24656.1,543.1,0.0,50077.3,
298,LA,50000.0,86,4300000.0,301000.0,1.94,8342000.0,2016,Louisiana,South,0.0,10335.2,5216.2,282.6,0.0,15834.0,
299,LA,50000.0,98,4900000.0,490000.0,1.89,9261000.0,2013,Louisiana,South,5418.9,15364.7,16757.5,11.0,0.0,37552.1,
300,MD,2000.0,42,84000.0,21000.0,1.93,162000.0,2003,Maryland,South,0.0,213.7,53.0,1.3,0.0,268.0,
301,MD,3000.0,46,138000.0,21000.0,1.96,270000.0,2002,Maryland,South,0.0,541.2,21.3,0.0,0.0,562.5,
302,MD,4000.0,46,184000.0,55000.0,1.6,294000.0,2001,Maryland,South,0.0,339.5,0.0,0.0,0.0,339.5,
303,MD,6000.0,46,276000.0,50000.0,1.64,453000.0,1999,Maryland,South,0.0,313.0,0.0,0.0,0.0,313.0,
304,MD,6000.0,46,276000.0,52000.0,1.14,315000.0,2000,Maryland,South,0.0,318.2,0.0,0.0,0.0,318.2,
305,MD,7000.0,44,308000.0,92000.0,1.1,339000.0,1998,Maryland,South,0.0,474.7,0.0,0.0,0.0,474.7,
306,ME,10000.0,26,260000.0,117000.0,0.69,179000.0,1998,Maine,Northeast,0.0,2915.3,0.0,0.0,0.0,2915.3,
307,ME,10000.0,47,470000.0,47000.0,5.43,2552000.0,2015,Maine,Northeast,12.8,1774.8,320.9,0.0,0.0,2108.5,
308,ME,11000.0,20,220000.0,106000.0,0.79,174000.0,2001,Maine,Northeast,0.0,3353.3,0.0,0.0,0.0,3353.3,
309,ME,11000.0,21,231000.0,143000.0,0.75,173000.0,2000,Maine,Northeast,0.0,4299.4,0.0,0.0,0.0,4299.4,
310,ME,11000.0,23,253000.0,86000.0,1.6,405000.0,2006,Maine,Northeast,0.0,2595.2,347.8,142.7,0.0,3085.7,
311,ME,11000.0,41,451000.0,266000.0,1.21,546000.0,2002,Maine,Northeast,0.0,4659.4,301.6,0.0,0.0,4961.0,
312,ME,12000.0,33,396000.0,51000.0,5.45,2158000.0,2017,Maine,Northeast,,,,,,,
313,ME,12000.0,34,408000.0,65000.0,3.38,1379000.0,2016,Maine,Northeast,85.8,1834.7,600.0,0.0,0.0,2520.5,
314,ME,14000.0,22,308000.0,89000.0,0.83,256000.0,1999,Maine,Northeast,0.0,4802.6,0.0,0.0,0.0,4802.6,
315,ME,4000.0,30,120000.0,17000.0,1.98,238000.0,2011,Maine,Northeast,372.6,3005.5,1208.6,559.6,0.0,5146.3,
316,ME,4000.0,34,136000.0,24000.0,2.39,325000.0,2012,Maine,Northeast,197.3,1910.0,1667.6,0.0,0.0,3774.9,
317,ME,5000.0,41,205000.0,33000.0,2.05,420000.0,2010,Maine,Northeast,140.3,2738.7,1302.1,395.4,0.0,4576.5,
318,ME,6000.0,50,300000.0,51000.0,1.95,585000.0,2009,Maine,Northeast,186.3,3936.2,885.6,10.3,0.0,5018.4,
319,ME,7000.0,31,217000.0,37000.0,1.28,278000.0,2004,Maine,Northeast,0.0,5041.3,160.8,0.0,0.0,5202.1,
320,ME,7000.0,42,294000.0,79000.0,1.57,462000.0,2008,Maine,Northeast,3.3,3620.6,204.8,2764.8,0.0,6593.5,
321,ME,7000.0,43,301000.0,27000.0,3.14,945000.0,2013,Maine,Northeast,100.1,1808.0,1935.0,0.0,0.0,3843.1,
322,ME,8000.0,26,208000.0,193000.0,1.66,345000.0,2005,Maine,Northeast,0.0,2748.5,358.2,0.0,0.0,3106.7,
323,ME,8000.0,33,264000.0,145000.0,1.41,372000.0,2003,Maine,Northeast,0.0,4134.9,1127.9,0.0,0.0,5262.8,
324,ME,8000.0,47,376000.0,41000.0,4.99,1876000.0,2014,Maine,Northeast,9.7,3198.1,1715.3,228.3,0.0,5151.4,
325,ME,9000.0,26,234000.0,59000.0,1.32,309000.0,2007,Maine,Northeast,0.0,2030.4,23.5,189.7,0.0,2243.6,
326,MI,65000.0,67,4355000.0,2439000.0,1.16,5052000.0,2004,Michigan,Midwest,3321.5,5746.3,905.0,260.5,1723.5,11956.8,
327,MI,65000.0,68,4420000.0,2519000.0,0.94,4155000.0,2005,Michigan,Midwest,6813.3,4993.1,2465.4,727.7,1792.1,16791.6,
328,MI,65000.0,74,4810000.0,1732000.0,1.41,6782000.0,2003,Michigan,Midwest,0.0,3450.4,907.7,341.2,0.0,4699.3,
329,MI,66000.0,60,3960000.0,1505000.0,1.55,6138000.0,2009,Michigan,Midwest,11210.6,12518.4,14872.2,649.4,1082.2,40332.8,
330,MI,71000.0,58,4118000.0,1524000.0,1.67,6877000.0,2010,Michigan,Midwest,11898.8,16153.4,12375.6,814.7,1308.2,42550.7,
331,MI,71000.0,73,5183000.0,2021000.0,1.44,7464000.0,2008,Michigan,Midwest,17502.5,4558.1,8610.2,746.4,1114.6,32531.8,
332,MI,72000.0,55,3960000.0,2099000.0,1.15,4554000.0,2006,Michigan,Midwest,8632.8,6425.4,5611.0,373.0,1250.8,22293.0,
333,MI,72000.0,64,4608000.0,2350000.0,1.19,5484000.0,2007,Michigan,Midwest,14722.5,3854.9,8348.9,553.7,1853.0,29333.0,
334,MI,72000.0,75,5400000.0,2970000.0,0.6,3240000.0,2000,Michigan,Midwest,0.0,5003.6,0.0,0.0,0.0,5003.6,
335,MI,72000.0,77,5544000.0,1885000.0,1.4,7762000.0,2002,Michigan,Midwest,0.0,2973.7,762.0,0.0,0.0,3735.7,
336,MI,73000.0,57,4161000.0,1332000.0,2.03,8447000.0,2012,Michigan,Midwest,36304.2,17017.8,11432.9,707.1,419.9,65881.9,
337,MI,73000.0,85,6205000.0,3475000.0,0.66,4095000.0,1999,Michigan,Midwest,0.0,3453.0,0.0,0.0,0.0,3453.0,
338,MI,74000.0,64,4736000.0,2084000.0,1.81,8572000.0,2011,Michigan,Midwest,17898.8,16502.5,15941.1,1167.8,840.3,52350.5,
339,MI,76000.0,60,4560000.0,2827000.0,0.81,3694000.0,2001,Michigan,Midwest,0.0,4091.4,24.8,0.0,0.0,4116.2,
340,MI,80000.0,85,6800000.0,3672000.0,0.66,4488000.0,1998,Michigan,Midwest,0.0,5238.3,0.0,0.0,0.0,5238.3,
341,MI,85000.0,55,4675000.0,982000.0,2.16,10098000.0,2013,Michigan,Midwest,44878.1,19755.4,14566.3,1127.3,863.8,81190.9,
342,MI,87000.0,45,3915000.0,822000.0,2.41,9435000.0,2017,Michigan,Midwest,,,,,,,
343,MI,89000.0,60,5340000.0,1709000.0,2.37,12656000.0,2016,Michigan,Midwest,509.1,8771.4,3079.9,1408.7,0.0,13769.1,
344,MI,90000.0,58,5220000.0,1984000.0,2.44,12737000.0,2015,Michigan,Midwest,730.3,8303.2,8145.2,1665.4,56.0,18900.1,
345,MI,91000.0,63,5733000.0,1835000.0,2.49,14275000.0,2014,Michigan,Midwest,45281.4,17131.4,20021.4,794.3,1107.0,84335.5,
346,MN,117000.0,73,8541000.0,1110000.0,1.47,12555000.0,2002,Minnesota,Midwest,0.0,3265.3,1609.1,0.0,0.0,4874.4,
347,MN,120000.0,53,6360000.0,2099000.0,1.63,10367000.0,2011,Minnesota,Midwest,94614.2,42626.3,33626.1,223.2,0.0,171089.8,
348,MN,120000.0,74,8880000.0,1598000.0,0.9,7992000.0,2005,Minnesota,Midwest,17982.9,1101.0,7970.6,0.0,0.0,27054.5,
349,MN,120000.0,83,9960000.0,1892000.0,1.44,14342000.0,2003,Minnesota,Midwest,0.0,375.7,1393.1,0.0,0.0,1768.8,
350,MN,122000.0,65,7930000.0,1427000.0,1.44,11419000.0,2009,Minnesota,Midwest,49606.5,10683.0,28357.5,122.6,0.0,88769.6,
351,MN,122000.0,68,8296000.0,2157000.0,1.84,15265000.0,2015,Minnesota,Midwest,352.0,9611.2,9092.0,0.0,0.0,19055.2,
352,MN,122000.0,78,9516000.0,2569000.0,1.39,13227000.0,2008,Minnesota,Midwest,42875.7,8183.8,21133.2,0.0,0.0,72192.7,
353,MN,124000.0,59,7316000.0,1390000.0,1.69,12364000.0,2016,Minnesota,Midwest,1673.0,3889.8,3943.2,557.1,0.0,10063.1,
354,MN,125000.0,67,8375000.0,1591000.0,1.92,16080000.0,2012,Minnesota,Midwest,135044.1,29129.6,25763.3,227.9,0.0,190164.9,
355,MN,125000.0,80,10000000.0,3300000.0,0.94,9400000.0,2006,Minnesota,Midwest,21232.4,3571.0,15293.6,13.3,0.0,40110.3,
356,MN,126000.0,62,7812000.0,1016000.0,1.86,14530000.0,2017,Minnesota,Midwest,,,,,,,
357,MN,128000.0,66,8448000.0,1774000.0,1.55,13094000.0,2010,Minnesota,Midwest,45267.0,40330.4,23717.8,420.8,0.0,109736.0,
358,MN,130000.0,58,7540000.0,1282000.0,1.99,15005000.0,2013,Minnesota,Midwest,134266.6,34053.6,31282.7,25.7,0.0,199628.6,
359,MN,130000.0,68,8840000.0,2564000.0,1.04,9194000.0,2007,Minnesota,Midwest,28186.4,5190.5,13464.7,0.0,0.0,46841.6,
360,MN,132000.0,60,7920000.0,1426000.0,2.06,16315000.0,2014,Minnesota,Midwest,192952.2,32150.5,41110.0,58.6,0.0,266271.3,
361,MN,135000.0,75,10125000.0,1924000.0,1.08,10935000.0,2004,Minnesota,Midwest,5268.9,3102.5,5202.2,0.0,0.0,13573.6,
362,MN,135000.0,81,10935000.0,1859000.0,0.65,7108000.0,2001,Minnesota,Midwest,0.0,4000.5,104.6,0.0,0.0,4105.1,
363,MN,140000.0,79,11060000.0,2765000.0,0.65,7189000.0,1998,Minnesota,Midwest,0.0,2492.2,0.0,0.0,0.0,2492.2,
364,MN,145000.0,82,11890000.0,3210000.0,0.61,7253000.0,1999,Minnesota,Midwest,0.0,5829.8,0.0,0.0,0.0,5829.8,
365,MN,150000.0,90,13500000.0,3105000.0,0.57,7695000.0,2000,Minnesota,Midwest,0.0,3226.1,0.0,0.0,0.0,3226.1,
366,MO,10000.0,47,470000.0,85000.0,2.62,1231000.0,2013,Missouri,Midwest,52530.7,25444.6,21109.8,107.3,0.0,99192.4,
367,MO,10000.0,52,520000.0,52000.0,3.55,1846000.0,2015,Missouri,Midwest,907.2,7645.3,3643.7,34.7,0.0,12230.9,
368,MO,11000.0,47,517000.0,57000.0,1.99,1029000.0,2009,Missouri,Midwest,23669.7,10610.5,24267.1,237.4,0.0,58784.7,
369,MO,11000.0,52,572000.0,92000.0,1.8,1030000.0,2010,Missouri,Midwest,15640.2,23728.6,20191.6,614.3,0.0,60174.7,
370,MO,11000.0,53,583000.0,152000.0,1.68,979000.0,2008,Missouri,Midwest,14583.0,9536.4,13325.3,166.3,0.0,37611.0,
371,MO,12000.0,47,564000.0,96000.0,3.63,2047000.0,2014,Missouri,Midwest,61668.2,53768.3,36203.8,48.4,0.0,151688.7,
372,MO,14000.0,46,644000.0,148000.0,1.12,721000.0,2007,Missouri,Midwest,23367.3,7941.8,11287.0,46.2,0.0,42642.3,
373,MO,15000.0,46,690000.0,117000.0,0.98,676000.0,2006,Missouri,Midwest,12278.1,2711.9,12321.3,152.4,19.2,27482.9,
374,MO,15000.0,50,750000.0,180000.0,1.22,915000.0,2005,Missouri,Midwest,10880.9,6310.5,4482.1,46.8,0.0,21720.3,
375,MO,16000.0,41,656000.0,151000.0,1.36,892000.0,2004,Missouri,Midwest,7062.8,7543.4,5998.0,2125.5,30.2,22759.9,
376,MO,17000.0,53,901000.0,189000.0,1.41,1270000.0,2003,Missouri,Midwest,0.0,736.4,218.5,139.8,0.0,1094.7,
377,MO,18000.0,50,900000.0,189000.0,1.42,1278000.0,2002,Missouri,Midwest,0.0,901.5,622.6,81.9,0.0,1606.0,
378,MO,22000.0,61,1342000.0,336000.0,0.71,953000.0,2001,Missouri,Midwest,0.0,1112.1,0.5,0.0,0.0,1112.6,
379,MO,23000.0,66,1518000.0,455000.0,0.76,1154000.0,1998,Missouri,Midwest,0.0,2264.3,0.0,0.0,0.0,2264.3,
380,MO,23000.0,75,1725000.0,362000.0,0.6,1035000.0,2000,Missouri,Midwest,0.0,2756.9,0.0,0.0,0.0,2756.9,
381,MO,24000.0,65,1560000.0,437000.0,0.68,1061000.0,1999,Missouri,Midwest,0.0,1382.0,0.0,0.0,0.0,1382.0,
382,MO,7000.0,53,371000.0,108000.0,2.8,1039000.0,2012,Missouri,Midwest,44827.9,32864.5,23240.9,80.7,0.0,101014.0,
383,MO,8000.0,43,344000.0,76000.0,2.14,736000.0,2011,Missouri,Midwest,20725.6,36426.1,33808.2,2474.0,0.0,93433.9,
384,MO,8000.0,62,496000.0,30000.0,2.31,1146000.0,2016,Missouri,Midwest,4303.2,7081.4,1883.5,0.0,0.0,13268.1,
385,MO,8000.0,65,520000.0,57000.0,3.53,1836000.0,2017,Missouri,Midwest,,,,,,,
386,MS,13000.0,80,1040000.0,83000.0,1.81,1882000.0,2017,Mississippi,South,,,,,,,
387,MS,14000.0,104,1456000.0,87000.0,1.32,1922000.0,2009,Mississippi,South,3800.9,9380.4,13751.7,743.6,0.0,27676.6,
388,MS,14000.0,98,1372000.0,110000.0,1.3,1784000.0,2008,Mississippi,South,4828.1,12013.8,18536.6,993.2,0.0,36371.7,
389,MS,14000.0,98,1372000.0,453000.0,0.93,1276000.0,2006,Mississippi,South,1550.2,5332.2,27097.0,2585.9,0.0,36565.3,
390,MS,15000.0,83,1245000.0,87000.0,2.4,2988000.0,2015,Mississippi,South,192.9,8338.6,3334.5,304.7,0.0,12170.7,
391,MS,15000.0,92,1380000.0,166000.0,0.91,1256000.0,2007,Mississippi,South,258.5,5697.0,20317.5,1489.5,0.0,27762.5,
392,MS,16000.0,80,1280000.0,346000.0,0.67,858000.0,2005,Mississippi,South,4477.5,7273.6,16903.9,1403.0,0.0,30058.0,
393,MS,16000.0,98,1568000.0,78000.0,1.44,2258000.0,2010,Mississippi,South,2113.7,21952.9,18639.1,200.8,0.0,42906.5,
394,MS,17000.0,116,1972000.0,39000.0,1.86,3668000.0,2013,Mississippi,South,19968.5,12342.7,15532.7,0.0,0.0,47843.9,
395,MS,17000.0,66,1122000.0,224000.0,0.89,999000.0,2001,Mississippi,South,0.0,3182.7,1613.2,0.0,0.0,4795.9,
396,MS,17000.0,72,1224000.0,649000.0,0.69,845000.0,2000,Mississippi,South,0.0,682.0,169.4,0.0,0.0,851.4,
